fiscalDateEnding,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome_x,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome_y,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,price,nasd_price,next_year_date,next_year_price,nasd_ny_price,symbol,Nasdaq_Performance,Stock_Performance,Label
2020-03-31,846322,904060,57738,57738,-4272678,1529916,2806557,5176738,,-6633,-33240,28559,,,,96156,-4305921,,,-4305921,,-4272678,-4176522,-4305921,28875182,28323384,27126173,27126173,,,551798,482942,,,,,,,11370,11370,68856,7094314,5665657,,,,354998,1428657,458651,,,,458651,708113,,21780870,,-305153210,32848635,4434191,-4160314,,,,,96156,8510,,,,-8510,-209991,,,,,0,0,,,,,-2600,,,,-4305921.0,2020-06-30,-0.1233,,,,8.717000007629395,10058.769531,2021-06-30,9.559000015258787,14503.950195,ADXN,44.19209178916419,9.65928653082997,0
2019-12-31,,1040170,,,-3354916,-799336,5865566,4395086,,-215123,-123440,28866,,,,96655,-3654788,,,-3654788,,-3354916,-3258261,-3654788,33028739,32388862,31536803,31536803,,,639877,570966,,,,,,,13968,13970,68911,7504910,5680562,,,,373025,1824348,550245,,,,550245,1111126,,25523830,,-300847289,32848635,4414186,22881,,,,,96655,2969,,,,-10394,-91491,,,,,0,0,,,,,5990,,,,-3654788.0,2020-03-31,-0.1682,0,-0.1682,,6.599999904632568,7700.100098,2021-03-31,10.5,13246.870117,ADXN,72.0350378359458,59.090911389710854,0
2020-09-30,264777000,266904000,2127000,0,6056000,1405000,,2127000,105000,-70000,35000,70000,263987000,,,722000,6091000,3018000,70000,6056000,3073000,6161000,6883000,3073000,256460000,177041000,53106000,53106000,15942000,101708000,83533000,64469000,,4304000,4304000,4304000,3000,,,6285000,2193000,112376000,92894000,76407000,,2505000,4642000,11935000,4011000,,,,14967000,11687000,11935000,144084000,,130511000,423000,4242284,-19631000,753000,,-6548000,20320000,4859000,26000,24093000,-3895000,3073000,1031000,-1626000,,,,,1019000,1019000,,,,,,,7932000,,3073000.0,2020-12-31,1.3618,0,1.3618,,24.100000381469727,12888.280273,2021-12-31,27.809999465942383,15644.969727,AE,21.389117831143544,15.394186828831934,0
2020-06-30,149002000,152286000,3284000,-6000000,2935000,2731000,,3284000,144000,-68000,144000,68000,143674000,144000,,553000,3011000,-492000,68000,2935000,3503000,3079000,3632000,3503000,261334000,176817000,70215000,70215000,19837000,77460000,89304000,69280000,,4491000,4491000,4491000,26000,,,9305000,2147000,119444000,99238000,83410000,,2482000,4641000,12687000,4647000,,,,15730000,11167000,12687000,141890000,,128466000,423000,4242284,-6613000,744000,,7740000,23523000,4278000,6925000,13717000,9816000,3503000,-9792000,-1623000,,,,,1028000,1028000,,,,,,,7781000,,3503000.0,2020-09-30,0.72,,,,19.899999618530277,11167.509766,2021-09-30,30.3700008392334,14448.580078,AE,29.380500942021758,52.61307246937721,1
2020-03-31,325830000,353477000,27647000,24200000,-19940000,2894000,,3283000,365000,-150000,365000,150000,336113000,365000,,553000,-19725000,-8298000,150000,-19940000,-11427000,-19575000,-19022000,-11427000,253656000,175533000,87398000,87398000,10021000,67436000,81766000,65381000,96363000,1465000,1465000,1465000,545000,,,10678000,2187000,114330000,91981000,78245000,,4396000,4396000,12290000,3818000,,2203000,,15101000,8808000,12290000,139326000,,125991000,423000,4235750,-23846000,828000,,-66878000,-53855000,4473000,2212000,-36088000,-16386000,-11427000,-582000,-1602000,,,,,1016000,1016000,,,,,,,-26030000,,-11427000.0,2020-06-30,0.82,,,,26.770000457763672,10058.769531,2021-06-30,27.690000534057617,14503.950195,AE,44.19209178916419,3.4366830801720427,0
2019-12-31,431339000,431339000,2794000,426259000,2887000,2193000,,2231000,621000,-212000,621000,212000,423534000,621000,,553000,3296000,643000,212000,2887000,431339000,3508000,4061000,2653000,330842000,247324000,112994000,112994000,26407000,97103000,86603000,69046000,95198000,1597000,1597000,1597000,,,,10820000,3299000,179201000,159577000,147851000,,4419000,4419000,19594000,4376000,,2252000,,16118000,7302000,13272000,151641000,,138440000,423000,4235533,3757000,1126000,,14775000,18697000,4375000,30119000,16924000,1507000,431339000,-9589000,-1542000,,,,,1016000,1016000,,,,,,,431339000,,2653000.0,2020-03-31,-2.6976,,,,23.5,7700.100098,2021-03-31,28.01000022888184,13246.870117,AE,72.0350378359458,19.191490335667403,0
2019-09-30,447015000,450307000,3292000,447265000,303000,2739000,,3292000,758000,-242000,758000,242000,411699000,758000,,553000,819000,179000,242000,303000,640000,1061000,1614000,640000,313845000,236253000,124726000,124726000,24900000,80204000,81511000,62733000,94884000,1704000,1704000,1704000,129000,,,6423000,3018000,163964000,143835000,128607000,,4387000,4387000,14366000,4927000,,2245000,,17204000,10709000,14366000,149881000,,136806000,423000,4233587,9394000,1222000,,12904000,8124000,4393000,13000,3614000,4923000,640000,-10775000,-1536000,,,,,1016000,1016000,,,,,,,7133000,,640000.0,2019-12-31,0.63,,,,38.06999969482422,8972.599609,2020-12-30,25.82999992370605,12870.0,AE,43.436691269391936,-32.151299892923944,0
2019-06-30,481395000,484433000,3038000,482494000,-643000,2582000,,3038000,731000,-117000,731000,117000,407800000,806000,,456000,46000,40000,117000,-643000,6000,163000,619000,6000,301764000,231307000,127670000,127670000,19977000,76716000,75074000,55555000,97640000,1936000,1936000,1936000,240000,,,6944000,2873000,151656000,131351000,116983000,,4213000,4213000,15022000,5473000,,2097000,,17685000,9913000,15022000,150108000,,137188000,423000,4233587,12732000,1391000,,-15076000,-23412000,4284000,-2740000,-14439000,-9260000,6000,-9630000,-1449000,,,,,1016000,1016000,,,,,,,5290000,,6000.0,2019-09-30,0.15,,,,31.0,7999.339844,2020-09-29,20.0,11085.25,AE,38.577060309728225,-35.483870967741936,0
2018-09-30,466358000,467891000,1533000,464119000,2239000,1533000,,1533000,601000,-26000,,26000,438326000,601000,,,2814000,779000,26000,2239000,2035000,2840000,2840000,2035000,313312000,275730000,130774000,130774000,34760000,108662000,31343000,30918000,94655000,,,,263000,425000,,1534000,6239000,162045000,155935000,146895000,,568000,568000,3455000,2041000,,568000,,2609000,8219000,1414000,151267000,,139008000,422000,4217596,8588000,26000,,7994000,2737000,2340000,0,-9979000,13247000,2035000,-3764000,-1049000,,,,,928000,928000,,,,,,,3775000,,2035000.0,2018-12-31,-0.91,,,,38.709999084472656,6635.279785,2019-12-31,38.06999969482422,8972.599609,AE,35.22564081297441,-1.6533180180444695,0
2020-12-31,-44000000,1328000000,1275000000,1131000000,211000000,132000000,,1117000000,,-102000000,6000000,108000000,1328000000,34000000,,0,136000000,21000000,108000000,116000000,129000000,211000000,244000000,115000000,32030000000,1653000000,139000000,139000000,521000000,749000000,32006000000,26807000000,13773000000,411000000,,411000000,404000000,982000000,3570000,135000000,789000000,23092000000,2180000000,,,498000000,490000000,20778000000,,11190000000,8000000,11078000000,11680000000,489000000,503000000,8938000000,,2757000000,3000000,253300000,398000000,,,75000000,-85000000,6000000,1349000000,-66000000,-36000000,116000000,-1348000000,1083000000,218000000,0,0,,128000000,127000000,,439000000,920000000,,439000000,,133000000,,115000000.0,2021-02-18,0.46,0.4169,0.0431,10.3382,74.08999633789062,13865.360352,2022-02-18,84.66999816894531,13548.070313,AEE,-2.2883648960067005,14.27993299230861,1
2020-09-30,1323000000,1628000000,203000000,71000000,494000000,128000000,,1134000000,,-103000000,7000000,110000000,1628000000,48000000,,23000000,430000000,63000000,110000000,369000000,368000000,494000000,563000000,367000000,30517000000,1590000000,6000000,6000000,557000000,817000000,30473000000,25541000000,,411000000,,411000000,,904000000,3386000,210000000,993000000,22028000000,2105000000,,109000000,629000000,272000000,20138000000,,10172000000,357000000,10172000000,195000000,432000000,438000000,8489000000,,2769000000,2000000,247200000,635000000,,,-36000000,51000000,28000000,656000000,-48000000,42000000,369000000,-666000000,36000000,152000000,0,0,,125000000,123000000,,10000000,0,,10000000,,-277000000,,367000000.0,2020-11-04,1.47,1.4669,0.0031,0.2113,83.44999694824219,11590.780273,2021-11-04,84.37000274658203,15940.30957,AEE,37.52576784784676,1.1024635494120583,0
2020-06-30,1119000000,1398000000,185000000,62000000,354000000,119000000,,1044000000,,-102000000,6000000,108000000,1398000000,48000000,,22000000,293000000,50000000,108000000,244000000,243000000,354000000,423000000,243000000,30016000000,1620000000,8000000,8000000,514000000,885000000,29859000000,25081000000,,411000000,,411000000,,854000000,,131000000,917000000,21789000000,2000000000,,126000000,477000000,120000000,20004000000,,10171000000,357000000,10171000000,42000000,374000000,456000000,8227000000,,2525000000,2000000,247100000,404000000,,,116000000,204000000,28000000,592000000,156000000,42000000,244000000,-631000000,187000000,-495000000,0,0,,123000000,122000000,,14000000,798000000,,14000000,,-334000000,,243000000.0,2020-08-06,0.98,0.8916,0.0884,9.9148,81.05999755859375,11108.070313,2021-08-06,86.86000061035156,14835.759766,AEE,33.55838906274664,7.15519766400845,0
2020-03-31,1134000000,1440000000,222000000,65000000,241000000,125000000,,1199000000,,-87000000,6000000,93000000,1440000000,21000000,,23000000,167000000,21000000,93000000,148000000,147000000,241000000,283000000,146000000,29272000000,1464000000,42000000,42000000,471000000,733000000,29232000000,24678000000,,411000000,,411000000,,742000000,,127000000,885000000,21187000000,2367000000,,,972000000,615000000,19035000000,,9378000000,357000000,9378000000,542000000,662000000,482000000,8085000000,,2404000000,2000000,246900000,290000000,,,-192000000,-15000000,28000000,636000000,5000000,-23000000,148000000,-684000000,421000000,175000000,0,0,,124000000,122000000,,13000000,465000000,,13000000,,27000000,,146000000.0,2020-05-11,0.59,0.7076,-0.1176,-16.6196,70.83000183105469,9192.339844,2021-05-11,83.38999938964844,13389.429688,AEE,45.65855826946512,17.732595275872143,0
2019-12-31,1316000000,1316000000,548000000,431000000,179000000,106000000,,1137000000,,-85000000,6000000,91000000,1316000000,31000000,,23000000,119000000,24000000,91000000,179000000,98000000,179000000,233000000,95000000,28933000000,1431000000,16000000,16000000,494000000,734000000,28909000000,24376000000,13006000000,411000000,,411000000,387000000,847000000,,118000000,876000000,20874000000,2505000000,,111000000,882000000,440000000,18669000000,,9442000000,442000000,8915000000,9882000000,491000000,467000000,8059000000,,2380000000,2000000,246200000,502000000,,,32000000,-60000000,23000000,650000000,-69000000,6000000,95000000,-637000000,156000000,-104000000,0,0,,123000000,122000000,,14000000,627000000,,14000000,,95000000,,95000000.0,2020-02-26,0.38,0.3114,0.0686,22.0295,85.20999908447266,8980.780273,2021-02-25,71.41000366210938,13119.429688,AEE,46.08340577535919,-16.195277045693544,0
2019-03-31,943000000,1556000000,613000000,478000000,288000000,126000000,,1268000000,,-91000000,6000000,97000000,1556000000,29000000,,23000000,218000000,27000000,97000000,193000000,192000000,288000000,338000000,191000000,27509000000,1422000000,8000000,8000000,402000000,829000000,27329000000,23044000000,,411000000,,411000000,,754000000,,70000000,744000000,19804000000,2392000000,,,1135000000,799000000,17606000000,,8221000000,336000000,8221000000,737000000,301000000,422000000,7705000000,,2099000000,2000000,245600000,387000000,,,-196000000,-71000000,23000000,544000000,-4000000,-81000000,193000000,-567000000,191000000,202000000,0,0,,118000000,116000000,,19000000,450000000,,19000000,,11000000,,191000000.0,2019-05-09,0.78,0.6867,0.0933,13.5867,71.9000015258789,7910.589844,2020-05-08,70.86000061035156,9121.320313,AEE,15.305185743112592,-1.4464546501476994,0
2018-12-31,1419000000,1419000000,610000000,481000000,166000000,118000000,,1253000000,,-92000000,7000000,99000000,1419000000,18000000,,263000000,85000000,16000000,99000000,166000000,63000000,166000000,446000000,69000000,27215000000,1533000000,16000000,16000000,483000000,837000000,26817000000,22810000000,12273000000,411000000,,411000000,252000000,292000000,,63000000,650000000,19584000000,2687000000,,,1177000000,597000000,17335000000,,8509000000,580000000,7859000000,9106000000,544000000,408000000,7631000000,,2024000000,2000000,244500000,484000000,,,2000000,-152000000,24000000,597000000,-105000000,-43000000,69000000,-617000000,148000000,76000000,0,0,,118000000,117000000,,18000000,499000000,,18000000,,69000000,,69000000.0,2019-02-14,0.28,0.3181,-0.0381,-11.9774,69.02999877929688,7426.950195,2020-02-14,86.79000091552734,9731.179688,AEE,31.02524498617565,25.727947921617165,0
2018-09-30,1060000000,1724000000,664000000,535000000,533000000,127000000,,1191000000,,-95000000,6000000,101000000,1724000000,32000000,,259000000,462000000,105000000,101000000,359000000,359000000,533000000,822000000,357000000,26959000000,1640000000,11000000,11000000,525000000,949000000,26440000000,22379000000,,411000000,411000000,411000000,,296000000,15000000,83000000,647000000,19303000000,2580000000,,,1170000000,521000000,17230000000,,7614000000,649000000,7614000000,465000000,317000000,409000000,7656000000,,2073000000,2000000,244200000,866000000,,,3000000,19000000,23000000,577000000,-41000000,50000000,359000000,-590000000,-280000000,15000000,0,0,,113000000,111000000,,16000000,0,,16000000,,-202000000,,357000000.0,2018-10-31,1.5,1.3188,0.1812,13.7398,64.58000183105469,7305.899902,2019-10-31,77.69999694824219,8292.360352,AEE,13.502244257821738,20.315879134705227,1
2018-03-31,639000000,1585000000,946000000,812000000,273000000,125000000,,1312000000,,-95000000,6000000,101000000,1585000000,23000000,,254000000,193000000,42000000,101000000,153000000,152000000,273000000,548000000,151000000,26079000000,1567000000,30000000,30000000,453000000,870000000,25499000000,21666000000,,411000000,411000000,411000000,,295000000,12000000,84000000,532000000,18849000000,3345000000,,,2130000000,960000000,16532000000,,6766000000,1170000000,6766000000,911000000,285000000,445000000,7230000000,,1699000000,2000000,243600000,258000000,,,-257000000,-43000000,24000000,579000000,26000000,-68000000,153000000,-597000000,360000000,475000000,0,0,,113000000,111000000,,17000000,0,,17000000,,21000000,,151000000.0,2018-05-09,0.62,0.58,0.04,6.8966,56.220001220703125,7339.910156,2019-05-09,71.9000015258789,7910.589844,AEE,7.775022798249087,27.89043038903669,1
2017-03-31,605000000,1515000000,909000000,787000000,242000000,118000000,,1273000000,,-92000000,7000000,99000000,1515000000,18000000,,241000000,159000000,57000000,99000000,104000000,102000000,258000000,499000000,102000000,24811000000,1450000000,8000000,8000000,467000000,752000000,24304000000,20298000000,,411000000,411000000,411000000,,,,105000000,532000000,17747000000,2762000000,,,1595000000,914000000,15524000000,,6597000000,681000000,6597000000,914000000,280000000,481000000,7064000000,,1563000000,2000000,242600000,331000000,,,-192000000,-111000000,24000000,504000000,-44000000,-60000000,104000000,-539000000,207000000,356000000,24000000,39000000,,109000000,107000000,,0,0,,-39000000,,-1000000,,102000000.0,2017-05-04,0.42,0.4117,0.0083,2.016,54.810001373291016,6075.339844,2018-05-04,58.900001525878906,7209.620117,AEE,18.67023577487956,7.462142036327246,0
2020-09-30,,14243000000,,,,869000000,,14812000000,,-146000000,1467000000,146000000,,,,,-568000000,-150000000,,-418000000,,-473000000,,-419000000,,44415000000,,,,,,474000000,,,,,,,,16345000000,,,30115000000,,,,,,,,,,,16889000000,,,,10326000000,320000000,10169902900,-259000000,,,,,236000000,19000000,,,,-201000000,-33000000,,,,,67000000,67000000,,,,,,,,,-419000000.0,2020-12-31,-0.0412,0,-0.0412,,3.950000047683716,12888.280273,2021-12-31,4.940000057220459,15644.969727,AEG,21.389117831143544,25.063291078117334,1
2020-06-30,1224500000,31646000000,4203500000,4203500000,65500000,935000000,,4203500000,,-115000000,118000000,115000000,,,,332000000,-1403000000,-335000000,,-1287000000,,-1289000000,-957000000,-1069000000,443547000000,66929000000,14832000000,14832000000,,,,2992000000,,1504000000,1504000000,,,158014000000,102127000000,38118000000,,417878000000,,,,,,,,4037000000,,,11240000000,,,25646000000,,10351000000,7536000000,2602000000,-2557000000,,,,,332000000,26000000,,,,50500000,276000000,,,,,16500000,16500000,,,,,20000000,,,,-1681000000.0,2020-09-30,-0.0395,0,-0.0395,,2.559999942779541,11167.509766,2021-09-30,5.090000152587891,14448.580078,AEG,29.380500942021758,98.82813540461962,1
2020-03-31,,-20375000000,,,,925000000,,-21887000000,,-118000000,2214000000,118000000,,,,-64000000,1514000000,243000000,,1271000000,,1553000000,,1270000000,,66929000000,,,,,,,,,,,,,,38118000000,,,,,,,,,,,,,,,,,,10351000000,323000000,2599000000,1764000000,,,,,-64000000,18000000,,,,122000000,-677000000,,,,,13000000,13000000,,,,,,,,,1270000000.0,2020-06-30,-0.7136,0,-0.7136,,2.940000057220459,10058.769531,2021-06-30,4.130000114440918,14503.950195,AEG,44.19209178916419,40.47619163468694,0
2019-12-31,4556170524.92,47667133551.53,43110963026.64,43110963026.64,965000000,1888000000,0,45794545492.57,,,116000000,270000000,,0,,,1081000000,84000000,,1850882612.52,,1872588058.99,,910000000,440348000000,66086000000,15531000000,15531000000,0,,0,536000000,0,1167000000,1167000000,392000000,,148667000000,91209000000,35106000000,-150481000000,415907000000,30573000000,,,,58000000,0,311000000,4088000000,58000000,,11708000000,12606000000,0,25020000000,0,10667000000,323000000,2052548020,670000000,,,,,1185000000,102000000,0,0,,-86500000,-3730000000,,,,,309000000,309000000,,,,,179000000,,0,0,1832000000.0,2020-03-31,0.6764,0,0.6764,,2.490000009536743,7700.100098,2021-03-31,4.730000019073486,13246.870117,AEG,72.0350378359458,89.9598393958837,1
2019-09-30,3244300415.44,33942210972.73,30697910557.22,30697910557.22,1333408875.81,3664415540.71,0,32608802096.91,,,,-379368173.29,,0,,,1554004443.25,84000000,,1317953135.39,,1333408875.81,,1317953135.39,1237437158372.60,66086000000,34429769328.74,34429769328.74,0,,0,536000000,0,31304899634.55,31304899634.55,1101572769.89,,243703304399.14,14739156066.75,35106000000,0,1168754658196,30573000000,,,,0,0,0,18774509376.87,13963558912.40,,0,12606000000,0,68626297484.27,0,10668000000,323000000,5408096600,670000000,,,,,-264152654.04,80088836.58,0,0,,-86500000,-1295472058.51,,,,,262747586.68,262747586.68,,,,,0,,0,0,1317953135.39,2019-12-31,0.2437,0,0.2437,,4.53000020980835,8972.599609,2020-12-30,3.920000076293945,12870.0,AEG,43.436691269391936,-13.465785988124978,0
2019-06-30,5667678884.99,85698036152.75,80030357267.69,80030357267.69,641000000,1798000000,0,84718569056.21,,,110000000,243000000,,0,,,749000000,25000000,,642308488.07,,979467096.43,,616000000,423676000000,250316793646.85,15116000000,15116000000,0,,0,2754000000,0,1638000000,1638000000,0,,145951000000,91387000000,138021637907.31,0,399424000000,25606982.90,,,,0,0,0,11028000000,0,,102415000000,0,0,24865000000,0,9857000000,322000000,2600000000,5962000000,,,,,491000000,45000000,0,0,,87000000,-2808000000,,,,,170000000,170000000,,,,,496000000,,0,0,751000000.0,2019-09-30,0.2368,0,0.2368,,4.130000114440918,7999.339844,2020-09-29,2.509999990463257,11085.25,AEG,38.577060309728225,-39.225183513026664,0
2018-09-30,990391294.28,432970595.05,-557420699.24,-557420699.24,160916878.91,1440727020.14,0,272053716.14,,,,-159759203.52,,0,,,49780041.68,-77564250.98,,127344292.66,,160916878.91,,126765454.97,454541560546.42,67798101412.36,10120398240.33,10120398240.33,0,,0,272053716.14,0,13658254225.52,13658254225.52,445705024.31,,93694142162.54,6893956934.48,35916878907.15,0,428416300069.46,28520490854.36,,,,0,0,0,14128270432.97,1596434359.81,,,12300300995.60,0,26099791618.43,0,11570965501.27,372771474.88,2708663600,862468163.93,,,,,-144709423.48,28363047,0,0,,-202014355.17,-1150729335.49,,,,,171914795.09,171914795.09,,,,,0,,0,0,126765454.97,2018-12-31,0.0468,0,0.0468,,4.650000095367432,6635.279785,2019-12-31,4.53000020980835,8972.599609,AEG,35.22564081297441,-2.580642647268594,0
2020-09-30,,,,,,,,,,,,,,,,,,-26000,,,,-45736500,,,,166860000,,,52201000,,,58526000,,,,,,,,121000,,,81309000,,,,,,,,,,,19599000,,,,-358725000,591000,,-812500,,,,,3404500,23000,,68262000,,-23000,35500,,,,,,,,,,,,,,,-40793500.0,2020-12-31,-1.9845,0,-1.9845,,2.4800000190734863,12888.280273,2021-12-31,1.590000033378601,15644.969727,AEHL,21.389117831143544,-35.88709592136955,0
2020-06-30,469500,19893500,19424000,19424000,-60386000,9955500,,19424000,,,,-209000,,,,3142500,-55711500,42500,,,,-55920500,-52778000,-55754000,306990000,242600000,13482000,13482000,186425000,,64390000,64390000,,,,,,,,,,137290000,91447000,,,,11316000,45843000,57159000,,,,57159000,68538000,,169700000,,-412481000,501000,5934449,656000,,,,,3142500,23000,,-10564500,,1392500,632000,,,,,,,,,,,,,,,-55754000.0,2020-09-30,-1.9079,0,-1.9079,,2.180000066757202,11167.509766,2021-09-30,2.799999952316284,14448.580078,AEHL,29.380500942021758,28.44036085197674,0
